to_day,meter_number,street,side,district,manufacturer,model,rate,from_day,block_limits,from_time,to_time,limit_hr,limit_min,timer,status,installed,maintenance_route
SAT,6430254,WALNUT ST,S,64,D-E,80,$2.00,SAT,1300,0800A,1000P,2,,2HR,"R		",01/01/1983,2-SEQ
FRI,6430254,WALNUT ST,S,64,D-E,80,$2.00,MON,1300,0630P,1000P,2,,2HR,"R		",01/01/1983,2-SEQ
SUN,6430255,WALNUT ST,S,64,D-E,80,$2.00,SUN,1300,0800A,1000P,2,,2HR,"R		",01/01/1983,2-SEQ
FRI,6430255,WALNUT ST,S,64,D-E,80,$2.00,MON,1300,0930A,0330P,2,,2HR,"R		",01/01/1983,2-SEQ
SAT,6430255,WALNUT ST,S,64,D-E,80,$2.00,SAT,1300,0800A,1000P,2,,2HR,"R		",01/01/1983,2-SEQ
FRI,6430255,WALNUT ST,S,64,D-E,80,$2.00,MON,1300,0630P,1000P,2,,2HR,"R		",01/01/1983,2-SEQ
SUN,6430256,WALNUT ST,S,64,D-E,80,$2.00,SUN,1300,0800A,1000P,2,,2HR,"R		",01/01/1983,2-SEQ
FRI,6430256,WALNUT ST,S,64,D-E,80,$2.00,MON,1300,0930A,0330P,2,,2HR,"R		",01/01/1983,2-SEQ
SAT,6430256,WALNUT ST,S,64,D-E,80,$2.00,SAT,1300,0800A,1000P,2,,2HR,"R		",01/01/1983,2-SEQ
FRI,6430256,WALNUT ST,S,64,D-E,80,$2.00,MON,1300,0630P,1000P,2,,2HR,"R		",01/01/1983,2-SEQ
SUN,6430259,BROAD,E,64,D-E,80,$2.00,SUN,201,0800A,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
FRI,6430259,BROAD,E,64,D-E,80,$2.00,MON,201,0930A,0400P,1,,2HR,"R		",01/31/1965,2-SEQ
SAT,6430259,BROAD,E,64,D-E,80,$2.00,SAT,201,0800A,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
FRI,6430259,BROAD,E,64,D-E,80,$2.00,MON,201,0630P,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
SUN,6430260,BROAD,E,64,D-E,80,$2.00,SUN,201,0800A,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
FRI,6430260,BROAD,E,64,D-E,80,$2.00,MON,201,0930A,0400P,1,,2HR,"R		",01/31/1965,2-SEQ
SAT,6430260,BROAD,E,64,D-E,80,$2.00,SAT,201,0800A,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
SUN,6430261,BROAD,E,64,D-E,80,$2.00,SUN,201,0800A,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
FRI,6430261,BROAD,E,64,D-E,80,$2.00,MON,201,0930A,0400P,1,,2HR,"R		",01/31/1965,2-SEQ
SAT,6430261,BROAD,E,64,D-E,80,$2.00,SAT,201,0800A,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
FRI,6430261,BROAD,E,64,D-E,80,$2.00,MON,201,0630P,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
SUN,6430262,BROAD,E,64,D-E,80,$2.00,SUN,201,0800A,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
SAT,6430262,BROAD,E,64,D-E,80,$2.00,SAT,201,0800A,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
FRI,6430262,BROAD,E,64,D-E,80,$2.00,MON,201,0630P,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
SUN,6430263,BROAD,E,64,D-E,80,$2.00,SUN,201,0800A,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
FRI,6430263,BROAD,E,64,D-E,80,$2.00,MON,201,0930A,0400P,1,,2HR,"R		",01/31/1965,2-SEQ
SAT,6430263,BROAD,E,64,D-E,80,$2.00,SAT,201,0800A,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
FRI,6430263,BROAD,E,64,D-E,80,$2.00,MON,201,0630P,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
SUN,6430264,BROAD,E,64,D-E,80,$2.00,SUN,201,0800A,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
FRI,6430264,BROAD,E,64,D-E,80,$2.00,MON,201,0930A,0400P,1,,2HR,"R		",01/31/1965,2-SEQ
SAT,6430264,BROAD,E,64,D-E,80,$2.00,SAT,201,0800A,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
FRI,6430264,BROAD,E,64,D-E,80,$2.00,MON,201,0630P,1000P,1,,2HR,"R		",01/31/1965,2-SEQ
SAT,66F002,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1300,0900A,0400P,2,,24HR,"I		",12/04/2009,2-SEQ
SAT,66F002,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1300,0400P,1000P,3,,24HR,"I		",12/04/2009,2-SEQ
SAT,66F003,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1300,0900A,0400P,2,,24HR,"I		",12/04/2009,2-SEQ
SAT,66F003,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1300,0400P,1000P,3,,24HR,"I		",12/04/2009,2-SEQ
SAT,66F004,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1300,0900A,0400P,2,,24HR,"I		",01/02/2009,2-SEQ
SAT,66F004,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1300,0400P,1000P,3,,24HR,"I		",01/02/2009,2-SEQ
SAT,66F005,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1200,0900A,0400P,2,,24HR,"I		",12/03/2009,2-SEQ
SAT,66F005,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1200,0400P,1000P,3,,24HR,"I		",12/03/2009,2-SEQ
SAT,66F006,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1200,0900A,0400P,2,,24HR,"I		",01/02/2009,2-SEQ
SAT,66F006,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1200,0400P,1000P,3,,24HR,"I		",01/02/2009,2-SEQ
SAT,66F010,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1000,0900A,0400P,2,,24HR,"I		",12/03/2009,2-SEQ
SAT,66F010,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1000,0400P,1000P,3,,24HR,"I		",12/03/2009,2-SEQ
SAT,66F011,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1000,0900A,0400P,2,,24HR,"I		",12/03/2009,2-SEQ
SAT,66F011,SOUTH,S,66F,METRIC,P&D,$2.50,MON,1000,0400P,1000P,3,,24HR,"I		",12/03/2009,2-SEQ
SAT,66F012,SOUTH,S,66F,METRIC,P&D,$2.50,MON,900,0900A,1000P,2,,24HR,"I		",12/03/2009,2-SEQ
SAT,66F013,SOUTH,S,66F,METRIC,P&D,$2.50,MON,900,0900A,1000P,2,,24HR,"I		",01/02/2009,2-SEQ
SAT,66F015,SOUTH,S,66F,METRIC,P&D,$2.50,MON,800,0900A,0400P,2,,24HR,"I		",01/02/2009,2-SEQ
SAT,66F015,SOUTH,S,66F,METRIC,P&D,$2.50,MON,800,0400P,1000P,3,,24HR,"I		",01/02/2009,2-SEQ
SAT,66F016,SOUTH,S,66F,METRIC,P&D,$2.50,MON,800,0900A,0400P,2,,24HR,"I		",01/02/2009,2-SEQ
SAT,66F016,SOUTH,S,66F,METRIC,P&D,$2.50,MON,800,0400P,1000P,3,,24HR,"I		",01/02/2009,2-SEQ
SAT,66F017,SOUTH,S,66F,METRIC,P&D,$2.50,MON,800,0900A,0400P,2,,24HR,"I		",12/03/2009,2-SEQ
SAT,66F017,SOUTH,S,66F,METRIC,P&D,$2.50,MON,800,0400P,1000P,3,,24HR,"I		",12/03/2009,2-SEQ
SAT,66F024,S 5,W,66F,METRIC,P&D,$2.50,MON,600,0900A,0900P,2,,24HR,"I		",07/01/2009,2-SEQ
SAT,66F025,S 5,W,66F,METRIC,P&D,$2.50,MON,600,0900A,0900P,2,,24HR,"I		",12/08/2009,2-SEQ
SAT,66F027,S 5,E,66F,METRIC,P&D,$2.00,MON,601,0900A,0900P,2,,24HR,"I		",12/08/2009,2-SEQ
SAT,66F028,E PASSYUNK AVE,W,66F,METRIC,P&D,$2.50,MON,600,0900A,0900P,2,,24HR,"I		",12/01/2009,2-SEQ
SAT,66F034,S 3,W,66F,METRIC,P&D,$2.50,MON,600,0900A,0900P,2,,24HR,"I		",12/01/2009,2-SEQ
SAT,66F039,S 2,W,66F,METRIC,P&D,$2.50,MON,600,0900A,0900P,2,,24HR,"I		",12/11/2009,2-SEQ
SAT,66F040,S 2,W,66F,METRIC,P&D,$2.50,MON,600,0900A,0900P,2,,24HR,"I		",12/11/2009,2-SEQ
SAT,66F041,S 2,E,66F,METRIC,P&D,$2.50,MON,601,0900A,0900P,2,,24HR,"I		",12/11/2009,2-SEQ
SAT,66F042,S 2,E,66F,METRIC,P&D,$2.50,MON,601,0900A,0900P,2,,24HR,"I		",12/11/2009,2-SEQ
SAT,66F046,S 4,E,66F,METRIC,P&D,$2.50,MON,601,0900A,0900P,2,,24HR,"I		",12/02/2009,2-SEQ
SAT,66F057,S 4,W,66F,METRIC,P&D,$2.50,MON,600,0900A,0900P,2,,24HR,"N		",12/02/2009,2-SEQ
SAT,6621001,SOUTH,S,66,D-E,80,$2.50,MON,1300,0900A,1000P,2,,2HR,"I		",02/27/1989,2-SEQ
SAT,6621002,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",02/27/1989,2-SEQ
SAT,6621003,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",02/27/1989,2-SEQ
SAT,6621004,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",02/27/1989,2-SEQ
SAT,6621005,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",02/27/1989,2-SEQ
SAT,6621006,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",02/27/1989,2-SEQ
SAT,6621007,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",02/27/1989,2-SEQ
SAT,6621008,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",02/27/1989,2-SEQ
SAT,6621009,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",02/27/1989,2-SEQ
SAT,6621010,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621011,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621012,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621015,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621016,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621017,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621018,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621019,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621020,SOUTH,S,66,D-E,80,$2.00,MON,1300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621023,SOUTH,S,66,D-E,80,$2.50,MON,1200,0900A,0530P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621024,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621025,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621026,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621027,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621028,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621030,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621031,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621032,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621033,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621034,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621035,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621036,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621037,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621038,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621039,SOUTH,S,66,D-E,80,$2.00,MON,1200,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621042,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621043,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621044,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621045,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621046,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621047,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621048,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621049,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621050,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621051,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621052,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621054,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"R		",04/21/2015,2-SEQ
SAT,6621055,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621056,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621057,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621058,SOUTH,S,66,D-E,80,$2.50,SUN,1100,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621061,SOUTH,S,66,D-E,80,$2.50,SUN,1000,0900A,1000P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621062,SOUTH,S,66,D-E,80,$2.00,SUN,1000,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621063,SOUTH,S,66,D-E,80,$2.00,SUN,1000,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621064,SOUTH,S,66,D-E,80,$2.00,SUN,1000,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621065,SOUTH,S,66,D-E,80,$2.00,SUN,1000,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621066,SOUTH,S,66,D-E,80,$2.00,SUN,1000,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621067,SOUTH,S,66,D-E,80,$2.00,SUN,1000,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621069,SOUTH,S,66,D-E,80,$2.00,SUN,1000,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621072,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621073,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621074,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621075,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621076,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621077,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621078,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621079,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621080,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621081,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621082,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621083,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621084,SOUTH,S,66,D-E,80,$2.00,MON,900,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621085,SOUTH,S,66,D-E,80,$2.50,MON,800,0900A,0530P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6621086,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621087,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621088,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621089,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621090,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621091,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621092,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621093,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621094,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621095,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621096,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621097,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621098,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621099,SOUTH,S,66,D-E,80,$2.00,MON,800,0900A,0530P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6621102,SOUTH,S,66,D-E,80,$2.00,MON,700,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621103,SOUTH,S,66,D-E,80,$2.00,MON,700,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621104,SOUTH,S,66,D-E,80,$2.00,MON,700,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621105,SOUTH,S,66,D-E,80,$2.00,MON,700,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621106,SOUTH,S,66,D-E,80,$1.50,SUN,700,0900A,0400P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621106,SOUTH,S,66,D-E,80,$1.50,SUN,700,0400P,1000P,3,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621107,SOUTH,S,66,D-E,80,$2.00,MON,700,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621110,SOUTH,S,66,D-E,80,$2.00,MON,700,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621111,SOUTH,S,66,D-E,80,$2.00,MON,700,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621112,SOUTH,S,66,D-E,80,$2.00,MON,700,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621113,SOUTH,S,66,D-E,80,$2.00,MON,700,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621114,SOUTH,S,66,D-E,80,$2.00,MON,700,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621115,SOUTH,S,66,D-E,80,$2.00,MON,700,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621116,SOUTH,S,66,D-E,80,$2.00,MON,700,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621117,SOUTH,S,66,D-E,80,$1.50,SUN,700,0900A,0400P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621117,SOUTH,S,66,D-E,80,$1.50,SUN,700,0400P,1000P,3,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621119,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621120,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621121,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621122,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621123,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621124,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621125,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621126,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621127,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621128,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621129,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621130,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621131,SOUTH,S,66,D-E,80,$2.00,SUN,600,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621136,SOUTH,S,66,D-E-HP,80,$2.50,SUN,500,0900A,0400P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621136,SOUTH,S,66,D-E-HP,80,$2.50,SUN,500,0400P,1000P,3,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621137,SOUTH,S,66,D-E,80,$2.00,SUN,500,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621138,SOUTH,S,66,D-E-HP,80,$2.00,SUN,500,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621139,SOUTH,S,66,D-E,80,$2.00,SUN,500,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621140,SOUTH,S,66,D-E,80,$2.00,SUN,500,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621141,SOUTH,S,66,D-E,80,$2.00,SUN,500,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621142,SOUTH,S,66,D-E,80,$2.00,SUN,500,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621143,SOUTH,S,66,D-E,80,$2.00,SUN,500,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621144,SOUTH,S,66,D-E,80,$2.00,SUN,500,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621145,SOUTH,S,66,D-E,80,$1.50,SUN,500,0900A,0400P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621145,SOUTH,S,66,D-E,80,$1.50,SUN,500,0400P,1000P,3,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621146,SOUTH,S,66,D-E,80,$2.00,SUN,500,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621149,S 5,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621150,S 5,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621151,S 5,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621152,S 5,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621153,S 5,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621154,S 5,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621155,S 5,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621156,S 5,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621157,S 5,W,66,D-E-HP,80,$2.50,MON,600,0900A,0900P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621160,S 5,E,66,D-E-HP,80,$2.50,MON,601,0900A,0900P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621161,S 5,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
